id,title,description,rism,date,century,century_id,provenance,provenance_detail,provenance_id,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path
source_018,"Lucca, Biblioteca Capitolare Feliniana e Biblioteca Arcivescovile, 601","The contents of Lucca 601 provide some evidence concerning its provenance; as the chants closely reflect the Benedictine liturgy and follow the monastic cursus, it is clear that this manuscript was not written for the chapter of canons at the cathedral in Lucca. Dom André Mocquereau has suggested that the presence of this monastic (i.e. unusable) Office book in a cathedral library can only be explained if there occurred at one time the suppression of a monastery, and if the possessions of that monastery were transferred to the chapter library. This may indeed have occurred in the fifteenth century near Lucca: in an act by Pope Gregory XII in July of 1408, the monasteries of San Pietro di Pozzeveri and San Michele di Quiesa were suppressed, and their property was confiscated. It is generally considered that Lucca 601 was used at Pozzeveri, since this monastery was founded in the eleventh century for canons regular but was transferred to the Camaldolese order (a reformed order within Benedictine monasticism) before the year 1095. Moreover, the ancient library inventory from Pozzeveri lists two antiphoners.The &ldquo;Extra&rdquo; field has been used to record the numbers of the melodic incipits of notated chants as found in the facsimile edition of Lucca 601. The &ldquo;Addendum&rdquo; field has been used in a few cases to record additional uses of chants (as indicated by the accompanying rubrics). For example, some chants after Easter were to be sung on Mondays, Wednesdays, and Fridays, while others were to be sung on Tuesdays, Thursdays, and Saturdays (see pp. 231-234).The differentiae have been numbered within each mode following the facsimile edition.",I-Lc,1100s,12th century,century_1100_1199,Pozzeveri,Pozzeveri,provenance_127,cantus,"Early twelfth-century antiphoner, used at Pozzeveri, Italy (Camaldolese). Central Italian neumes on dry-point staves, with coloured F- and C-lines. Monastic cursus. 560 parchment pages, 36.5 x 25.5 cm. Complete Temporale and Sanctorale.",The index for I-Lc 601 was prepared by Robert Klugseder (Universität Regensburg) with editorial assistance from Debra Lacoste (The University of Western Ontario).,"Pp. 1-320: Temporale. 1, first Sunday of Advent; 31, Christmas; 40, Stephen; 66, Epiphany; 87, Ferial Offices; 108, Septuagesima; 126, Ash Wednesday; 189, Triduum; 206, Easter; 254, Pentecost; 267, Histories; 309, Sundays after Pentecost;
Pp. 320-504: Sanctorale. 320, Lucy; 331, Agnes; 347, Purification; 356, Agatha; 366, Benedict; 376, Annunciation; 400, John the Baptist; 411, Peter; 422, Paul; 432, Laurence; 442, Assumption; 455, Nativity of Mary; 464, Michael; 473, All Saints; 480, Martin; 488, Cecilia; 494, Clement; 497, Andrew.
Pp. 505-546: Common of Saints. 546, Dedication of a Church. 553, Office of the Dead.",24 August 2004,http://cantus.uwaterloo.ca/source/123680
source_019,"Paris, Bibliothèque nationale, nouv. acq. lat. 3126","Michel Huglo. Un nouveau prosaire nivernais. Éphémérides liturgiques 71 (1957): 3-30. Nancy van Deusen. Music at Nevers Cathedral.  Principal Sources of Medieval Chant, Musicological Studies 30. Henryville, PA., 1980. Nancy van Deusen. The Sequence Repertory of Nevers Cathedral. Forum musicologicum 2 (1980): 44-59. Margot Elsbeth Fassler. Gothic Song:  Victorine Sequences and Augustinian Reform in Twelfth-century Paris. Cambridge and  New York, 1993",F-Pn,"12th c., just after mid century (additions later)",12th century (1150-1175),century_1150_1174,Nevers,Nevers,provenance_109,bower,,,,,http://cantus.uwaterloo.ca/source/123900
source_020,"St Louis, Peter H. Raven Library (Missouri Botanical Library), QK41.F8 1542, c.2","The fragment is a lone vellum bifolium that survives as the back pastedown in a copy of Leonhart Fuchs, De historia stirpium comentarii insignes (or Notable Commentaries on the History of Plants) (Basileae [Basel, Switzerland] [place of publication]: In officina Isingriniana [publisher], 1542), in the Peter H. Raven Library in St Louis (the Missouri Botanical Library), Shelfmark QK41.F8 1542, c.2.
http://explore.searchmobius.org/search~S1?/X(de+historia+stirpium)&SORT=D/X(de+historia+stirpium)&SORT=D&SUBKEY=(de+historia+stirpium)/1%2C38%2C38%2CB/frameset&FF=X(de+historia+stirpium)&SORT=D&7%2C7%2C
The book, part of the collection of rare pre-Linnean volumes in the Missouri Botanical Garden Library, came to the Garden from the collection of E. Lewis Sturtevant (1842 –1898), a botanist and agriculturist. Sturtevant donated his personal collection of 463 volumes to the Garden in 1892. 
The fragment, which has been cropped at the top, bottom and sides, has four chants on it; two on the left-hand side (the verso) and two on the right-hand side. It is the remains of a varied collection of chants, perhaps originally a supplement on the end pages of a gradual. The production is non-deluxe. 4-line black staffs with German-style neumes. Black ink. There appear to be three different hands who have written these pieces, and there is more than one music scribe. On the left-hand page, the neumes are vertical strikes with head on the left; on the right-hand page, the head is on the right. No rubrication or decoration, except for a banderole, top of right-hand page, column b, with the words “De sancta elizabeth vidua” in it. 

Ruling:
Staffs ruled in ink. Distance between ruled lines of staff: ~0.4-5cm. Distance between lines where the writing appears ~ 1cm.

DIMENSIONS
Page:
~24.2cm h – x ~19.5cm (w – from gutter to edge of book) But it was originally bigger all round because the sides have been cropped. But not cropped that much because one knows the rest of the words of the chants, and not much is missing.
Number of lines:
10 lines of text are visible left-hand, column b, and also right-hand, column a.
Number of columns:
2
Height of minims:
There are possibly three hands. ~0.2cm, and smaller.
Space between lines: n/a
Height of written space: n/a
Width of written space: n/a
Upper margin:
Cropped.
Lower margin:
Cropped.
Space between columns:
~1.7 cm
Inner margin:
~2.2 – 2.5cm
Outer margin: 
Cropped.",US-QK41,"1300s, possibly 1400s",14th century,century_1300_1399,Germany,,provenance_060,cantus,,,,July 2017,http://cantus.uwaterloo.ca/source/670659
source_021,"München, Bayerische Staatsbibliothek, Cgm 716","J. A. Emerson, Über Entstehung und Inhalt von Mü D (München, Bayer. Staatsbibl., Cgm 716), Kirchenmusikalisches Jahrbuch 48(1964): 33-60.p. 49:   Die neuen, in dieser Untersuchung vorgelegten Beobachtungen scheinn es zu ermöglichen, die Entstehung der Handschrift in die Zeit zwischen Huss (gest. 1415) und den Tod Ulrich Stöckl’s im Jahre 1443 einzugrenzen.  Noch genauer:  Mü D kann, wie ich glaube, mit dem Kloster [Tegernsee] bis in die Jahre um 1430 zurück, als die Handschrift Ulrich während seiner Lehrertätigkeit am Tegernsee zugänglich gewesen sein muß, in Zusammenhang gesehen werden.",D-Mbs,1415-1430 (Emerson),15th century (1400-1425),century_1400_1424,Tegernsee,Tegernsee (Emerson),provenance_184,bower,,,,,http://cantus.uwaterloo.ca/source/124030
source_022,"Graz, Universitätsbibliothek  Cod. 17  (37/9 f.)","Sequentiary is marred by three lacunae:  between 43 and 44, between 49 and 50, and between 50 and 51.  Only single folios appear to be missing between first two, but several are missing between last two, based on missing feasts of Assumptio bMv and Nativitas bMv.  Fragment of one text (Ad celebres) for Michael present on fragment, but a germanic text was probably also present.",A-Gu,1480-1510 (Praßl),15th century (1475-1500),century_1475_1499,Seckau,Seckau,provenance_158,bower,,,,,http://cantus.uwaterloo.ca/source/124052
source_023,"Montréal, McGill University - Humanities and Social Sciences Library McLennan-Redpath, MS medieval 176 (fragment)","""In Latin, on vellum. One bifolium. 16th century, possibly from Flanders. The fragment has been damaged as it was used for binding. Remnants of glue and paper visible. 320x230-260 mm., written surface 285x200 mm. Musical notation on five-line, red ink drawn, staves. One column, brown ink, red rubrics, red initials. F. 1r. ""can"" written in top right corner of leaf. F. 2r.is paginated (7, 8). 
 
Contents. f. Ir. In festo Sanctae Trinitatis - responsoria Vidi Dominum... v. responsorium tertium. Benedicat.... In festo Corporis Christi Versicle f. IIr. Emitte da mihi Domine sedium tuarum.... Dominica prima Septembris - responsoria Nudus egressus sum de utero matris meae et  v. nudus revertar responsorium secundum - Ante quam.... tertium - Quare quod justum.... ....et non invenientis in lingua me... ""

(Holland, Anne Marie, compiler. ""MS Medieval 184."" Long Descriptions Ms Medieval Manuscript Antiphonals, Missals and Graduals. Digitization and Cataloguing Project- Antiphonals, Missals and Gradual. Updated December 6, 2018), 23.",CDN-Mlr,15th century (?),,,,Unknown,,cantus,"Gradual, one bifolium, Flemish?, 16th century",,,,http://cantus.uwaterloo.ca/source/693601
source_024,"Benevento, Biblioteca capitolare, VI 35",,I-BV,11th/12th century (Brunner),12th century (1100-1125),century_1100_1124,Benevento,Benevento,provenance_023,bower,,,,,http://cantus.uwaterloo.ca/source/123886
source_025,"Linz, Oberösterreichische Landesbibliothek, 466 - ff. 234-254","Last part of a missale, with sequences integrated into liturgy as whole. Begins in middle of All Saints, and goes through commune sanctorum.",A-Lol,15th c.  (rough dating--cmb),15th century,century_1400_1499,Germany (south),South German,provenance_061,bower,,,,,http://cantus.uwaterloo.ca/source/124011
source_026,"Toledo, Catedral - Archivo y Biblioteca Capítulares, 44.1","Toledo 44.1, in its current state, begins with the end of the second responsory for the fourth Sunday of Advent. The first two folios have a portion torn away, leaving gaps in the index where some chants were lost. The end of the manuscript is also missing: it breaks off in the series of responsories for Tobit.Toledo 44.1 presents special problems to the indexer. The text is written by one main scribe whose understanding of Latin appears to have been less than perfect. In many places, the text does not make sense: for example, ""t"" is frequently omitted from verbs and added to other words, as in ""Iba...furiat"" for ""Ibat...furia"" (f. 41r). As far as possible, these scribal mistakes have been corrected; however, in some cases the Latin is so garbled that an intended reading could not be reconstructed.In addition, rubrics are frequently unclear or omitted altogether. In most cases, the correct rubric can be determined from the context; but in cases where there is a series of incipits, the rubrics have had to be reconstructed through comparison with other similar manuscripts.This manuscript has features which indicate that is has been compiled from more than one source. The resulting anthology of chants often has more items than are needed for each liturgical position. This feature is most apparent in the Ferial Office where as many as four antiphons may be presented for a single psalm.The cursus of Toledo 44.1 is mixed.&nbsp; The Ferial Office is organized according to the cathedral cursus with no trace of the monastic cursus except for a few isolated chants. The Offices for St. Hilary and the Invention of Stephen are also clearly cathedral and several other Offices suggest the cathedral cursus. On the other hand, twenty-two Offices appear to be divided into nocturnes according to the monastic cursus. Pentecost has two Matins services--the first according to the cathedral cursus, the second according to the monastic cursus. All Saints&#39; has three Offices, one of the cathedral cursus, one of the monastic cursus, and one which is not clear.Each chant not found in CAO is assigned an arbitrary number prefixed by an ""aqu"". Since this manuscript shares a common Aquitanian tradition with Toledo 44.2, the chants not included in CAO that also occur in Toledo 44.2 are cross- referenced by ""44.2"" in the 131-column version of the index, but have a separate identification number (with the prefix ""aqi"" and a different number) in the index to Toledo 44.2.Both manuscripts have Offices that are not found in CAO for Hilary of Poitiers (ff. 25r-27r); Saturninus, first bishop of Toulouse (ff. 151v-154r); responsories for Brice (ff. 138r-139r); and a numerical series of antiphons for the Beheading of John the Baptist (added at the end: ff. 178r-178v).In addition, Toledo 44.1 contains Offices not included in CAO for Orientius (ff. 89r-91r) and the Octave of Saturninus (ff. 154v-155r). The Offices not included in CAO for Pontius (ff. 92r-93r), Sixtus (ff. 113v-115r), Arnulfus (ff. 121r-121v), and Quintinus (ff. 130r-130v) are not notated.The differentiae are complete where they occur, but they appear infrequently and are usually added in a later hand.&nbsp; The differentiae are labeled with a letter in the left-hand column of the differentia field; this letter indicates the ending pitch of the differentia (ignoring transposition).&nbsp; When more than one differentia in a mode ends on the same pitch, the second and subsequent differentiae are indicated by a number after the letter.&nbsp; The tonus peregrinus is indicated by ""P"" in the right-hand column of the differentia field.&nbsp; These differentia names are applied to the same ""saeculorum amen"" formulas in all of the Aquitanian sources indexed by CANTUS (Paris, lat. 1090, Toledo 44.1, and Toledo 44.2), hence there may be gaps in the numbering.&nbsp; Thus, differentia 1.D in the index for Toledo 44.2 and differentia 1.D in Paris, lat. 1090 refer to identical formulas.&nbsp; (This naming system is not carried over to sources that are not Aquitanian.)In some cases, a lower-case letter appears in the ""extra"" field to the right of the differentia field.&nbsp; This indicates variations in the differentia, usually of neumation.&nbsp; These letters indicating variants refer only to one particular source, and (unlike the differentia names themselves) are not applied to the other Aquitanian sources to indicate the same variant.",E-Tc,1020+,11th century (1000-1025),century_1000_1024,Tavèrnoles,Tavèrnoles,provenance_183,cantus,"Antiphoner, probably copied c. 1020-1023 at Sant Sadurní de Tavèrnoles for Abbot Ponç at the royal court of Sancho the Great.  Elements of both the cathedral cursus and the monastic cursus. Semi-diastematic Aquitanian neumes. 176 folios (foliation skips from 139 to 150, but there is no lacuna). Beginning and end of manuscript missing.",The index for E-Tc 44.1 was prepared at The Catholic University of America by Lila Collamore and Keith Glaeske.,"Ff. 1r-100v: Winter Temporale and Sanctorale. 1r-24v, Advent 4 to Octave of Epiphany (8r, Christmas; 12v, Stephen); 25r, Hilary; 28r, Ferial Office; 41r, Conversion of Paul; 47r, Septuagesima; 53r, Ash Wednesday; 71r, Maundy Thursday; 76r, Easter; 85r, Ascension; 89r, Orientius; 92r, Georgius; 92v, Pontius; 93v, Pentecost; 96r, Sundays after Pentecost.
Ff. 100v-157v: Summer Sanctorale. 100v, Marcellinus and Peter; 113v, Sixtus; 115r, Laurence; 121, Arnulfus; 122v, Julianus; 130r, Quintinus; 130v, All Saints; 138r, Bricius; 151v, Saturninus; 154v, Octave of Saturninus.
Ff. 157v-174r: Common of Saints. 160r, Antiphons ""ad Benedicite""; 169v, Common of Kings; 170v, Dedication of a Church. Ff. 174r-177v: Invitatory tones. Ff. 178r-178v: Beheading of John the Baptist. Ff. 178v-186v: Summer Histories.",by 1993,http://cantus.uwaterloo.ca/source/123638
source_027,"Valenciennes, Bibliothèque municipale, 114","Valenciennes 114 contains several Offices that are not found in CAO, in other sources indexed by CANTUS to date, nor have they been edited in Analecta hymnica: these include Offices for Amandus and Cyricus (as well as seperate Offices for the Octaves of their feasts), and Ursula and the Eleven Thousand Virgins. The Office for Catherine has been edited in Analecta hymnica vol. 26, pp. 197-204.Differentiae are numbered arbitrarily; all chants not found in CAO are assigned an arbitrary number, prefixed by ""sam"".",F-VAL,1100s,12th century,century_1100_1199,Saint-Amand,Saint-Amand,provenance_150,cantus,"12th-century antiphoner from the monastery of St. Amand, France. Staff notation, with F and C clefs. Monastic cursus. 191 folios.","The index for F-VAL 114 was prepared at The Catholic University of America by Charles Downey, Denise Gallo, Keith Glaeske, and Lila Collamore.","Ff. 1-98v: Temporale. 1r, First Sunday of Advent; 13r, Christmas; 16r, Stephen; 30r, Ferial Office; 37r, Septuagesima; 41v, Ash Wednesday; 58r, Maundy Thursday; 63r, Easter; 76r, Ascension; 79r, Pentecost; 82r, Trinity; 84v, Summer Histories; 95r, Sundays after Pentecost.
Ff. 98v-172r: Sanctorale. 98v, Andrew; 103v, Nicasius; 112r, Conversion of Paul; 118r, Amandus; 120v, Octave of Amandus; 123v, Gregory; 129r, Rictrudis; 130r, Cyricus; 132v, Octave of Cyricus; 139v, Mary Magdalene; 142r, Laurence; 158r, Ursula and the Eleven Thousand Virgins; 159v, Dedication of a Church; 162r, All Saints; 169v, Catherine; 171v, George.
Ff. 172v-188r: Common of Saints (172v, Common of Evangelists). Ff. 188r-189v: Office for the Dead. Ff. 189v-191v: Invitatory Tones.",27 June 1997,http://cantus.uwaterloo.ca/source/123642
source_028,"Linz, Oberösterreichische Landesbibliothek, 290 (olim 183; Gamma p.19)","Linz 290 contains a monastic breviary from Kremsmünster. It dates from the twelfth century, with later additions. The additions are noteworthy, however; they include text and music for the Lamentations, as well as differentiae for Christmas, the Octave of Christmas, Epiphany, and Triduum. (Differentiae appear only for these Offices in the manuscript, and are numbered arbitrarily in the index.) The Offices for Mary Magdalene (thirteenth century) and Benedict are also later than the main body of the manuscript. The Benedict Office is a rhymed Office written over the earlier Office; the latter is included in an introduction to the published version of this index prepared by Martin Czernin but it is the later, rhymed Office which is in the CANTUS index as it is the one visible in the microfilm of the manuscript. Full texts for the Office are available in Analecta hymnica, vol. 25, pp. 145-9.Because the notation consists of non-diastematic neumes, mode is impossible to determine for antiphons; however, an attempt has been made to match the neumes given for responsory verses to the modal formulas for such chants, so mode is included for responsories whenever possible.&nbsp;",A-LIs,1100s,12th century,century_1100_1199,Kremsmünster,Kremsmünster,provenance_079,cantus,"Compendium of liturgical material from the twelfth through fourteenth centuries, including a breviary from the monastery of Kremsmünster, Austria (twelfth century). Non-diastematic neumes. Monastic cursus.",The inventory for A-LIs 290 was prepared by Martin Czernin (Universität Wien) with editorial assistance from Keith Glaeske (Catholic University of America).,"Liturgical Occasions “at a glance” (refer to the index for complete contents): Ff. 2r-7v: Kalendar of Kremsmünster. Ff. 9r-35v: Psalter. Ff. 35v-37v: Canticles. Ff. 69r-91v: Hymnal. Ff. 92r-94v: Office for the Dead.
Ff. 96r-284v: Temporale. 96r, first Sunday of Advent; 120r, Christmas; 125r, Stephen; 156r, Ferial Office; 172v, Septuagesima; 183r, Ash Wednesday; 210r, Maundy Thursday (210r, 210v, 212v, 214r, 214v, tones for the Lamentations of Jeremiah); 216r, Easter; 239r, Pentecost; 242r, Trinity; 248r, Summer Histories (263r, Antiphons “ad Benedicite”); 271v, Sundays after Pentecost.
Ff. 285v-371v: Sanctorale. 285v, Andrew; 301r, Blasius; 309v, Benedict; 327r, Paul; 337r, Laurence; 359r, Gallus; 363r, All Saints.
Ff. 371v-391r: Common of Saints. Ff. 393r-396v: Dedication of a Church. Ff. 397r-398v: Mary Magdalene.",before 1997,http://cantus.uwaterloo.ca/source/123617
source_029,"Montréal, McGill University - Humanities and Social Sciences Library McLennan-Redpath, MS medieval 089 (fragment)",,CDN-Mlr,Late 17th century,17th century,century_1600_1699,,Mexican or Spanish,,cantus,"Antiphonal, one leaf, Spanish or Mexican, late 17th century. Composition with four singing figures",,,,http://cantus.uwaterloo.ca/source/693562
source_030,"Mainz, Bischöfliches Dom- und Diözesanmuseum, B","These five manuscripts were written in the 1430s for use by the Carmelites of Mainz: an inscription in Codex A (now in the Bayerische Staatsbibliothek in Munich) gives a date of 1430 but an inscription in Codex B gives a date of 1432. They were commissioned by the Carmelite Johannes Fabri in memory of his parents. They follow the rite of the Carmelite Order as defined by the Ordinal of Sibert de Beka, promulgated by the General Chapter of London in 1312. Only feasts admitted to the Carmelite liturgy after this date are different from the stipulations of Sibert&rsquo;s Ordinal.In the &ldquo;Extra&rdquo; field of the widescreen version for many records of this index is the page number referring to Sibert de Beka&rsquo;s ordinal.This antiphoner contains several Offices not found in CAO: they include the Offices for Thomas of Canterbury, the Three Marys, Corpus Christi, the Visitation of Mary, Anne, Augustine, the Presentation of Mary, and Catherine. Some of these Offices have been edited in Analecta hymnica and/or appear within other CANTUS files. The Office for Thomas of Canterbury was a very popular rhymed Office and appears in Analecta hymnica vol. 13, pp. 238-42 (an edition also appears in James Boyce, O. Carm., &ldquo;Cantica Carmelitana: The Chants of the Carmelite Office,&rdquo; Ph.D. diss., New York University, 1984). The rhymed Office for the Three Marys appears in Analecta hymnica vol. 5, pp. 38-45 (see also bibliography, below).The partially rhymed Office of the Visitation of Mary appears in Analecta hymnica vol. 48, pp. 427-29. The Office for the Presentation of Mary appears to be unique, and was probably composed within the Mainz Carmelite convent; its chants are all derived from other Offices, primarily that of Thomas of Canterbury. The Office for Catherine appears in Analecta hymnica vol. 26, pp. 212-15. A partial Office, with some versified chants, is given for the feast of the Transfiguration. Two feasts prominent in the Carmelite rite are the Commemoration of the Resurrection (celebrated on the last Sunday of the year), and the Patriarchs Abraham, Isaac and Joseph, on October 6th. The former is not specifically represented here, probably because the chants were simply borrowed from the Easter Sunday liturgy. The chants for the feast of the Patriarchs (Codex D, f. 101) are standard and are simply borrowed from other occasions and compiled for this specifically Carmelite celebration. Similarly, Marian chants were borrowed and compiled for the feast of Our Lady of the Snows (Codex C, f. 259v).A number of pages are missing from the antiphoner, especially in Codices A and D; many of these pages occur at the beginning of Matins, either at the first antiphon or first responsory. Since some illuminations survive in the manuscripts, it is reasonable to surmise that the missing folios contain illustrations of some kind.All chants in the antiphoner not found in CAO are assigned an arbitrary number beginning with &ldquo;mai.&rdquo; Differentiae are assigned arbitrary numbers.",D-MZb,1432,15th century (1425-1450),century_1425_1449,Mainz,Mainz,provenance_090,cantus,"Antiphoner, written in the 1430s for use by the Carmelites of Mainz. Square Roman notation on a four-line staff. Cathedral cursus. 302 folios (f. 266 missing). 58 cm x 40.5 cm.","The computer file was prepared by James Boyce, O. Carm. (Fordham University), with editorial assistance from Keith Glaeske (The Catholic University of America).","Ff. 1-301: Winter Temporale. 1r, First Sunday of Lent; 179v, Maundy Thursday; 240r-265v, Easter to Tuesday of Easter Week; lacuna; 267r, Tuesday of Easter Week.",,http://cantus.uwaterloo.ca/source/123621
